Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
1,0,0,9,1,1,1,3,1,Male,21,0,6.1235,5.0838,0.0325,0,0.642,0.399
0,0,0,9,10,0,0,2,1,Male,64,0,8.8405,5.0554,0.02,0,0.636,0.21
1,0,0,9,1,1,1,5,1,Male,35,0,8.71,7.2375,0.0845,0.356,1.0272,0.6132
1,0,0,18,12,1,1,9,0,Male,73,0,13.1823,9.0973,0.148,0.235,1.656,0.549
1,0,0,12,1,0,1,9,2,Male,38,0,10.1657,7.9853,0.093,0.035,1.446,0.7152
1,0,0,9,13,1,1,4,2,Female,60,0,9.6575,6.4478,0.035,0.09,0.846,0.3906
1,0,0,9,10,0,1,6,2,Male,53,0,10.3045,7.2579,0.025,0.103,1.02,0.498
1,0,0,20,3,1,1,10,2,Male,33,0,11.5605,7.5885,0.04,0.17,1.194,0.5232
1,0,0,18,3,1,1,7,1,Male,37,0,14.887,9.224,0.045,0.305,1.4028,0.4752
0,0,0,9,17,0,1,4,0,Male,43,1,11.3615,8.213,0.04,0.08,1.0446,0.3384
0,0,0,18,17,1,1,5,0,Male,48,1,14.1735,5.764,0.029,0,1.197,0.4572
0,0,0,20,17,2,1,7,0,Male,47,1,11.9448,7.0664,0.02,0,1.347,0.78
0,0,0,7,15,0,1,4,0,Male,53,1,11.5222,5.463,0.021,0,0.9258,0.4062
0,0,0,9,16,0,1,3,0,Male,50,1,9.852,3.6259,0.042,0,0.966,0.3762
0,0,0,11,17,0,1,5,0,Male,54,1,8.379,6.3874,0.036,0.07,1.2546,0.5532
0,0,0,9,14,0,1,4,0,Male,36,0,14.9114,5.3068,0.0485,0.12,1.02,0.5412
0,0,0,29,20,2,1,7,0,Male,58,1,13.263,7.6266,0.057,0,1.152,0.7392
0,0,0,7,14,0,1,3,0,Male,57,0,19.951,5.0589,0.0215,0,0.831,0.3282
1,0,0,16,13,2,1,6,0,Male,45,1,14.0776,6.5835,0.028,0.26,1.491,0.6288
0,0,0,7,16,0,1,4,0,Male,57,1,10.6392,5.693,0.0225,0.07,0.768,0.4578
0,0,0,18,21,1,1,6,0,Male,56,0,12.5479,5.9535,0.0542,0,1.578,0.5952
0,0,0,13,22,0,1,4,1,Male,52,0,15.1418,5.7596,0.024,0,1.356,0.492
0,0,0,9,15,0,1,5,0,Male,40,0,16.6938,4.907,0.038,0.14,0.816,0.402
0,0,0,14,15,1,1,5,0,Male,35,0,12.8638,6.9701,0.041,0.07,1.416,0.4602
0,0,0,7,12,0,1,4,0,Male,37,0,11.1338,5.3495,0.037,0.1,1.038,0.4128
0,0,0,18,12,1,1,4,0,Male,49,0,16.972,5.4494,0.047,0,1.488,0.7128
0,0,0,29,17,3,1,7,0,Male,48,0,29.5778,7.9805,0.074,0.09,1.956,0.6492
0,0,0,9,18,0,1,4,0,Male,39,0,15.04,5.5873,0.0425,0.25,1.008,0.4656
0,0,0,9,11,0,1,4,0,Male,37,0,10.9428,5.4424,0.063,0.21,0.786,0.5106
0,0,0,14,12,0,1,5,0,Male,47,0,15.6558,4.7152,0.046,0.06,1.002,0.3738
0,0,0,14,9,0,1,5,0,Male,37,0,18.588,6.3159,0.0535,0.216,0.876,0.4572
0,0,0,7,11,0,1,4,0,Male,27,0,14.3978,5.1792,0.4097,0,0.87,0.678
0,0,0,18,19,2,1,6,0,Male,49,0,15.973,7.1811,0.07,0.635,0.996,0.564
1,0,0,16,9,1,1,5,1,Male,28,0,7.322,4.6911,0.0171,0.08,2.061,0.3984
1,0,1,13,10,1,1,2,1,Male,33,0,13.561,6.181,0.026,0.37,2.7216,0.3648
1,0,1,13,8,1,1,4,0,Male,52,0,9.534,6.6274,0.035,0.1,1.9416,0.27
1,0,0,15,6,1,1,5,0,Male,39,0,5.972,3.8447,0.0237,0.05,1.6506,0.282
1,0,0,16,5,1,1,3,0,Male,18,0,5.8495,3.4053,0.0415,0,1.92,0.399
1,0,0,15,10,1,1,5,0,Male,38,0,6.842,4.1187,0.0455,0.116,1.7886,0.357
1,0,0,21,17,2,1,8,2,Male,53,0,10.7425,7.2038,0.034,0.184,3.1902,0.618
1,0,0,16,8,1,1,7,1,Male,40,0,5.96,3.3759,0.0315,0.21,2.133,0.321
1,0,0,18,7,1,1,5,1,Male,23,0,9.602,6.1225,0.0309,0.13,2.4996,0.9504
1,0,1,22,17,2,1,7,3,Female,66,0,10.5121,6.5194,0.0518,0.05,2.9844,0.543
1,0,0,16,8,1,1,7,1,Male,28,0,11.2022,6.8034,0.0224,0.077,2.271,0.5724
1,0,0,18,15,2,1,4,1,Male,41,0,10.5,5.4887,0.016,0,1.71,0.2916
1,0,0,18,7,1,1,8,2,Male,35,0,9.49,4.9687,0.016,0.444,2.067,0.4584
1,0,0,23,11,2,1,9,3,Male,58,0,15.615,7.5742,0.0277,0.355,2.85,0.7218
1,0,0,5,6,1,1,3,1,Male,49,0,7.47,3.2015,0.0327,0.095,1.9494,0.483
1,0,0,15,17,2,1,6,2,Male,53,0,9.1345,5.7268,0.0048,0.16,2.0076,0.6162
1,0,0,18,13,1,1,8,1,Male,30,0,9.83,5.1765,0.0208,0.282,2.334,0.513
1,0,0,40,16,6,1,9,1,Male,75,0,27.99,11.3989,1.136,0.2375,2.9298,0.9036
0,0,0,36,15,1,1,7,1,Male,46,0,10.926,6.095,0.1,0.17,1.4562,0.6282
1,0,0,40,17,2,1,7,1,Male,42,1,16.556,8.0947,0.006,1.583,2.2302,0.9354
1,0,0,72,13,1,1,6,2,Male,50,0,12.5076,5.027,0.4037,0.0255,3.627,0.5532
0,0,0,25,25,2,1,8,1,Male,34,0,14.458,7.781,0.005,0.1882,1.413,2.1966
0,0,0,10,10,1,1,6,1,Male,30,1,6.7095,4.6496,0.024,0.01,0.852,0.1584
1,0,0,36,20,3,1,3,0,Male,34,0,10.154,4.6398,0.219,0,1.992,0.6072
0,0,0,13,15,0,0,5,1,Male,52,0,21.8662,7.3532,0,0.1275,1.218,0.5448
1,0,0,12,5,1,1,5,1,Male,36,0,12.758,4.9693,0.0265,0.02,1.4676,0.4362
1,0,0,20,10,2,1,6,2,Male,44,0,19.1985,9.9633,0.0175,0.127,1.134,0.5952
0,0,0,15,5,1,1,6,1,Male,31,0,9.0256,5.3709,0.1633,0.039,0.984,0.393
1,0,0,20,16,1,1,6,1,Male,74,0,19.8572,6.1397,0.784,0,1.302,0.5706
0,0,0,15,15,1,0,5,2,Female,30,0,9.1315,5.4144,0.026,0.048,1.221,0.1842
0,0,0,15,13,1,0,8,1,Male,35,1,7.1285,5.2461,0.019,0.07,1.0158,0.2136
1,0,0,12,15,0,1,6,1,Male,33,1,11.5274,6.8593,0.57,0.0775,1.035,0.5898
0,0,0,20,5,1,0,5,0,Male,26,1,6.244,5.5835,0.0568,0.075,0.972,0.246
0,0,0,16,13,1,1,6,1,Male,38,0,7.2925,5.0818,0.0176,0.04,0.99,0.3294
0,0,0,20,18,1,0,6,0,Male,49,1,14.9465,4.8587,0.0208,0.0755,1.02,0.2526
0,0,0,72,17,2,0,7,0,Male,45,1,22.4255,7.2264,0.067,0.078,1.626,0.279
0,0,0,12,2,0,0,2,1,Male,27,1,5.4256,2.5679,0.0084,0,1.02,0.1926
0,0,0,64,6,1,0,5,0,Male,38,1,9.0972,4.4846,0.0208,0.067,0.9,0.318
0,0,0,24,19,2,0,5,0,Female,52,1,9.9375,4.4334,0.0156,0.0795,1.059,0.3528
0,0,0,10,3,1,0,3,0,Male,36,0,10.0963,3.0486,0.0342,0,1.191,0.5694
1,0,0,72,39,2,1,6,0,Male,51,1,10.3731,4.5873,0.0232,0.147,1.467,0.3798
0,0,0,15,6,1,0,4,0,Male,30,1,5.7293,4.4771,0.0558,0.0175,1.098,0.5166
0,0,0,72,25,2,1,9,1,Male,56,1,19.8075,9.5833,0.024,0.079,1.419,0.543
1,0,0,64,19,3,0,4,0,Male,42,0,12.933,5.3784,0.026,0.0415,1.659,0.5868
0,0,0,16,16,2,0,9,0,Male,38,0,19.101,7.2734,0.0373,0.0625,1.167,0.4194
0,0,0,10,19,2,0,4,0,Male,64,0,10.3345,3.4522,0.0642,0.487,1.263,0.4512
0,0,0,20,19,2,0,8,0,Male,51,1,12.9995,7.81,0.0232,0.0685,1.422,0.2736
0,0,0,80,1,1,0,6,0,Male,52,1,11.123,7.3676,0.0171,0.721,1.335,0.4284
0,0,0,180,10,2,0,5,1,Male,31,1,11.9932,6.5813,0.018,0.215,1.512,0.4554
0,0,0,10,5,1,0,3,0,Male,26,1,9.9263,3.6719,0.023,0,1.239,0.3942
0,0,0,49,15,3,0,3,0,Male,47,1,9.714,4.6781,0.014,0.105,1.524,0.5754
0,0,0,48,28,3,0,5,0,Male,36,0,16.986,18.4017,0.0141,1.212,1.491,0.7044
1,0,0,72,20,3,0,6,0,Male,47,0,10.8825,7.7854,0.015,0.1875,1.494,0.5016
0,0,0,72,25,2,0,8,0,Male,46,1,17.1819,8.3559,0.0705,0.245,1.824,0.282
0,0,0,56,5,2,0,6,0,Male,46,1,17.427,5.3044,0.0015,0.1758,1.5,0.489
0,0,0,21,25,1,0,3,0,Male,23,1,5.576,2.8224,0.0105,0,0.618,0.2892
0,0,0,30,0,1,0,2,0,Male,18,1,6.172,3.0866,0,0,0.7998,0.2052
0,0,0,12,20,0,0,2,1,Male,42,1,6.5597,6.6975,0.0015,0,0.972,0.102
0,0,0,17,15,2,0,4,1,Male,49,0,8.7182,4.7147,0.019,0.7775,0.858,0.4656
1,0,0,25,15,1,1,4,0,Male,30,1,15.4751,5.9682,0.0293,0.209,1.302,1.2588
0,0,0,30,3,1,1,2,0,Male,62,1,13.7433,4.3282,0.0377,0,1.2762,0.147
1,0,0,75,15,3,1,3,0,Female,41,0,16.544,5.2996,0.065,0.03,1.704,1.662
1,0,0,25,17,2,1,9,0,Male,40,1,20.4214,12.1121,0.056,0.083,1.656,0.6552
1,0,0,20,15,1,1,2,1,Male,50,0,31.8234,6.6732,0.0235,0,1.755,3.5364
1,0,0,15,7,1,1,1,0,Female,35,1,7.765,3.0655,0.0132,0,1.329,0.573
0,0,0,20,3,1,1,6,0,Male,45,1,13.6699,5.7106,0.054,0.29,1.26,0.4758
0,0,0,15,5,1,0,2,0,Female,39,1,10.5297,5.1388,0.0248,0,0.975,0.276
0,0,0,20,5,1,0,4,0,Male,35,1,11.948,6.2885,0.016,0.13,1.017,0.5316
1,0,0,200,14,1,1,2,0,Male,38,1,7.784,4.2213,0.0129,0,1.17,0.6582
1,0,0,25,15,1,1,5,0,Male,35,1,15.8299,5.421,0.0227,0.1185,1.674,0.7362
0,0,0,30,5,1,1,3,0,Male,28,1,10.9968,4.0894,0.031,0,1.197,0.72
0,0,0,25,10,2,1,4,0,Male,45,1,17.7249,4.68,0.014,0,1.455,0.567
1,0,0,20,5,1,1,5,0,Male,32,1,13.2209,6.9594,0.054,0.195,1.356,0.5922
0,0,0,15,15,1,1,2,0,Male,63,1,11.9695,3.3638,0.0324,0,1.074,0.921
1,0,0,70,15,3,1,7,0,Male,59,1,16.4375,7.6194,0.028,0.088,1.758,0.471
0,0,0,15,5,1,1,4,0,Male,29,1,15.6894,5.5445,0.013,0.242,1.605,0.6162
0,0,0,20,15,2,1,3,0,Male,61,1,12.5902,6.7626,0.0405,0,1.305,0.816
0,0,0,25,6,1,1,4,0,Male,25,1,11.934,3.5481,0.0285,0,1.287,0.735
1,0,0,35,15,2,1,8,0,Male,27,1,14.2449,7.6079,0.0137,0.1415,1.644,0.7512
0,0,0,36,15,1,1,3,0,Male,36,1,13.5866,4.3329,0.0133,0.294,1.3236,0.759
0,0,0,25,4,1,0,4,0,Male,30,1,12.1441,5.4762,0.0217,0.2335,1.191,0.6072
0,0,0,20,3,1,0,6,0,Male,35,1,13.5747,5.551,0.022,0.2,0.978,0.3132
0,0,0,25,27,1,1,2,0,Male,61,1,9.1059,3.0896,0.0175,0,1.188,0.354
1,0,0,30,18,2,1,9,0,Male,53,1,13.974,5.6356,0.04,0.13,2.448,0.8208
0,0,0,35,23,1,1,7,0,Male,33,1,16.9506,6.1448,0.0366,0.102,1.608,0.903
0,0,0,35,18,1,1,4,0,Male,46,1,12.8297,4.1631,0.0156,0,1.218,0.729
1,0,0,35,23,2,1,8,0,Male,55,1,17.597,6.6688,0.041,0.14,2.2092,1.002
1,0,0,40,37,2,1,3,0,Male,68,1,16.2218,4.8012,0.014,0,2.178,0.705
1,0,0,42,30,2,1,8,0,Male,54,1,22.7206,8.4213,0.0198,0.171,2.4,1.0836
0,0,0,32,26,1,1,4,0,Male,58,1,11.5552,2.9215,0.022,0,1.248,0.717
1,0,0,42,16,1,1,3,1,Male,59,0,12.3359,3.7537,0.0188,0,2.298,0.708
0,0,0,30,16,1,1,8,0,Male,40,1,11.5535,6.2899,0.037,0.075,1.7892,0.7176
1,0,0,32,15,1,1,5,1,Male,37,0,12.2994,5.0521,0.053,0.164,1.788,1.197
0,0,0,30,16,1,1,5,0,Male,46,1,11.5023,5.3224,0.0262,0.075,1.248,0.531
1,0,0,25,15,1,1,3,0,Male,56,1,10.8663,3.7191,0.025,0.061,1.218,0.396
1,0,0,42,16,2,1,5,2,Female,64,0,45.8202,6.6819,0.37,0.195,4.068,5.7012
0,0,0,20,16,1,1,3,0,Female,52,1,10.6157,3.1779,0.0225,0.03,1.158,0.357
1,0,0,42,17,1,1,5,0,Male,31,1,12.266,5.287,0.0871,0.145,1.452,1.1742
1,0,0,26,15,1,1,4,0,Male,30,1,12.446,5.2004,0.0293,0,1.29,1.392
1,0,0,32,19,1,1,9,0,Male,49,1,37.4357,14.1222,0.0492,0.817,1.8252,1.9254
1,0,0,36,19,1,1,6,0,Male,36,1,13.1229,6.7655,0.0494,0.193,1.434,1.0506
1,0,0,42,14,1,1,3,0,Male,46,1,26.1575,5.0262,0.0578,0,1.4358,1.68
1,0,0,60,17,2,1,2,0,Male,25,1,8.103,4.8874,0.0406,0,1.6908,0.4974
1,0,0,63,7,2,1,8,1,Male,31,1,7.823,7.443,0.067,0.1225,1.605,0.5628
0,0,0,40,10,0,0,6,1,Male,47,1,7.8242,7.4067,0.02,0.259,1.215,0.5628
1,0,0,40,8,2,1,3,0,Female,22,0,9.6897,6.6732,0.0874,0.7275,1.125,0.63
0,0,0,30,15,1,1,5,0,Male,30,1,12.3007,5.8843,0.0194,0.142,1.077,1.0338
1,0,0,36,19,1,1,10,0,Male,56,1,12.7781,10.7579,0.0766,0.62,1.7226,2.3466
1,0,0,38,19,1,1,2,0,Male,37,1,13.44,3.2358,0.034,0,1.329,0.903
1,0,0,32,19,1,1,5,0,Male,40,1,17.8107,5.9077,0.025,0.182,1.419,1.5216
1,0,0,32,19,1,1,6,0,Male,33,1,12.5808,4.9197,0.0555,0.0995,1.383,1.4802
1,0,0,46,19,1,1,5,0,Male,47,0,11.3466,6.2776,0.0736,0.265,1.5516,1.5216
1,0,0,46,17,2,1,9,0,Male,43,1,15.0286,6.504,0.0585,0.3835,1.629,1.1292
1,0,0,38,25,1,1,4,0,Female,61,1,14.0918,4.7297,0.031,0.25,1.569,1.821
0,0,0,30,15,1,1,5,0,Male,62,1,13.1154,4.3028,0.0745,0.139,1.236,1.7796
1,0,0,38,19,1,1,3,0,Male,31,0,11.7472,3.1621,0.0243,0,1.392,0.96
1,0,0,32,15,1,1,10,0,Male,49,1,18.1434,8.2523,0.0379,0.266,1.626,2.7174
0,0,0,32,17,1,0,4,0,Male,39,1,11.476,5.0718,0.0461,0.107,1.281,1.5258
1,0,0,36,18,1,1,6,0,Male,56,1,14.4117,5.6098,0.0168,0.314,1.464,1.1694
0,0,0,36,17,1,1,3,0,Male,33,1,12.4359,3.987,0.0534,0.112,1.407,1.0512
0,0,0,32,19,1,0,4,0,Male,30,1,16.9795,3.5387,0.0596,0,1.293,1.3164
0,0,0,32,15,1,0,4,0,Male,25,1,16.6169,5.4212,0.0282,0,1.248,1.2162
1,0,0,34,16,1,1,4,0,Male,47,1,23.9609,4.7859,0.0256,0.15,1.4736,1.242
0,0,0,36,15,1,0,3,0,Male,29,1,18.7953,3.9082,0.0404,0,1.452,0.876
1,0,0,38,16,1,1,5,0,Male,49,1,17.6465,5.492,0.0108,0.394,1.218,0.813
1,0,0,42,17,1,1,5,0,Male,44,1,22.0815,6.5268,0.05,0.294,1.4106,1.7952
0,0,0,15,15,1,0,2,0,Female,56,1,10.0415,5.8451,0.606,0.15,0.996,0.2472
1,0,0,24,7,1,1,4,0,Male,31,1,13.9735,8.6199,0.02,0.065,1.35,0.351
0,0,0,12,12,1,0,4,0,Male,35,1,9.9115,7.3819,0.031,0.14,1.1748,0.333
0,0,0,12,3,1,1,2,0,Male,25,0,10.2425,6.0381,0.0095,0,1.008,0.2724
0,0,0,32,14,1,1,3,0,Male,30,1,10.741,6.2238,0.007,0,1.14,0.273
0,0,0,32,15,1,1,5,2,Male,50,1,13.959,10.2465,0.03,0.16,1.131,0.3402
0,0,0,16,16,1,1,5,0,Male,45,0,8.289,6.6421,0.039,0.06,1.125,0.3306
0,0,0,15,11,1,0,6,0,Male,52,1,11.7565,9.3601,0.045,0.08,1.2216,0.3738
0,0,0,12,12,1,0,4,0,Male,50,1,8.866,5.5368,0.0192,0.21,1.1016,0.3768
0,0,0,9,15,0,0,4,1,Male,40,1,5.7805,4.1816,0.0279,0.21,0.9,0.2988
0,0,0,12,12,1,1,3,0,Male,28,1,7.317,4.8733,0.0245,0.032,1.008,0.3654
0,0,0,17,15,1,0,4,0,Male,32,1,8.3106,4.8732,0.034,0,0.996,0.3402
0,0,0,18,20,1,0,6,0,Male,60,1,11.2986,5.6444,0.0175,0.032,1.116,0.4266
0,0,0,10,12,0,0,3,0,Male,23,1,6.828,4.7621,0.074,0,0.993,0.3282
0,0,0,15,5,1,0,7,0,Male,53,1,11.302,8.8701,0.037,0.325,1.206,0.447
0,0,0,15,20,1,0,5,0,Male,63,1,9.1891,5.7511,0.0294,0.03,1.188,0.336
0,0,0,15,7,1,0,5,0,Male,50,1,11.5198,7.5518,0.0295,0.09,1.047,0.3342
0,0,0,15,15,1,0,5,0,Male,54,1,13.3065,7.9379,0.039,0,1.257,0.4776
0,0,0,9,12,0,0,3,0,Male,30,1,7.2,4.0375,0.0262,0,0.9,0.276
0,0,0,15,6,1,0,8,0,Male,47,1,9.8874,7.7766,0.08,0.104,1.284,0.3528
0,0,0,18,8,1,0,7,1,Male,55,0,12.0184,6.2623,0.022,0.08,1.356,0.4122
0,0,0,22,15,2,0,6,0,Male,41,1,9.707,5.8601,0.086,0.06,1.308,0.4818
0,0,0,12,2,0,0,3,0,Male,29,1,8.634,5.4045,0.1487,0,0.996,0.2994
0,0,0,12,12,1,0,6,0,Male,37,1,10.3555,6.9226,0.025,0.13,0.96,0.3306
0,0,0,10,15,0,0,4,0,Male,25,1,9.71,5.9999,0.012,0,0.861,0.294
0,0,0,12,16,1,0,5,0,Male,32,1,12.2753,6.6953,0.8509,0.052,1.08,0.4122
0,0,0,22,15,2,0,6,0,Male,30,1,8.843,6.817,0.0365,0.052,1.344,0.303
0,0,0,9,1,1,1,4,2,Male,40,0,10.9945,6.1921,0.0084,0,1.38,0.5082
0,0,0,11,10,1,1,5,0,Male,47,1,7.5539,6.0317,0.0173,0.037,1.608,0.2394
0,0,0,7,1,1,0,5,1,Male,71,0,11.4585,8.6064,0.019,0.245,1.65,0.5364
0,0,0,28,19,1,0,14,6,Male,59,0,17.143,10.7437,0.0565,0.071,1.218,0.7332
0,0,0,11,10,1,0,4,0,Male,83,0,4.387,3.8879,0.012,0.036,1.023,0.3504
0,0,0,18,0,1,1,7,1,Male,43,0,10.077,5.8618,0.262,0.022,1.467,0.4218
0,0,0,15,1,1,0,1,1,Male,16,1,4.0438,2.4179,0.1155,0,0.918,0.216
0,0,0,20,10,1,1,5,1,Male,58,0,16.8594,8.6834,0.076,0.167,2.0112,0.6762
1,0,0,18,16,1,1,6,0,Male,42,1,8.262,5.2381,0.0293,0.0815,1.1256,0.4062
1,0,0,24,15,1,1,4,2,Female,55,1,11.1154,5.3648,0.726,0.0421,1.662,0.4428
0,0,0,16,15,1,1,5,1,Male,27,1,7.3443,5.3696,0.0122,0.0865,1.11,0.3276
1,0,0,18,17,1,1,7,0,Male,46,1,8.133,4.4926,0.0574,0.0612,1.368,0.4176
1,0,0,18,15,1,1,4,0,Male,33,0,24.072,4.1763,10.0436,0.1415,1.983,0.63
0,0,0,16,15,1,1,5,1,Male,32,1,7.5453,5.1356,0.017,0.09,1.098,0.339
1,0,0,28,20,2,1,7,1,Female,44,0,16.077,10.2528,0.0634,2.375,2.076,0.777
0,0,0,20,16,1,1,7,0,Male,34,1,8.2101,6.1127,0.031,0.4265,1.041,0.489
1,0,0,18,16,1,1,5,0,Male,63,1,9.2646,4.1836,0.0142,0.0265,1.224,0.636
1,0,0,15,15,1,1,4,0,Male,55,1,8.291,5.1397,0.0156,0.04,1.02,0.4356
0,0,0,15,15,1,1,5,0,Male,51,1,7.6884,5.1061,0.0157,0.075,0.924,0.4812
0,0,0,13,16,1,0,6,0,Male,38,1,8.705,6.9049,0.01,0.058,1.068,0.5268
0,0,0,16,15,1,0,5,0,Male,30,1,8.9638,5.8023,0.0255,0.073,1.005,0.3996
0,0,0,12,15,1,0,5,0,Male,43,1,7.7078,4.7226,0.014,0.055,1.125,0.4626
0,0,0,18,15,1,0,6,0,Male,32,1,9.0089,6.0757,0.0162,0.1095,1.083,0.609
0,0,0,28,15,2,0,7,1,Male,45,0,14.2061,3.7706,0.0254,0.062,2.19,0.4416
0,0,0,50,11,1,0,6,1,Male,31,0,9.086,6.838,0.0555,0.0012,2.004,0.3048
0,0,0,50,3,1,0,5,1,Male,35,1,4.053,5.0591,0.0229,0.0129,0.978,0.1668
0,0,0,15,15,1,0,8,0,Male,42,1,7.7414,6.0779,0.05,0.086,1.512,0.567
1,0,0,35,15,1,1,6,0,Male,45,1,5.741,4.7362,0.0122,0.0352,1.575,0.3132
0,0,0,45,15,1,0,6,0,Female,46,1,6.5793,4.369,0.0084,0.0372,1.038,0.3336
1,0,0,63,3,1,1,4,0,Male,54,0,13.9533,6.3548,0.0378,0,2.658,0.3048
0,0,0,20,3,1,0,2,0,Male,71,1,4.381,4.2606,0.0172,0,0.582,0.435
1,0,0,10,14,1,1,5,2,Male,36,0,15.7923,8.635,0.0915,0.364,2.22,0.4074
1,0,0,165,18,2,1,8,0,Male,65,0,14.4263,8.7424,0.0685,0.005,1.668,0.3546
1,0,0,30,15,2,1,7,1,Male,50,1,7.6815,6.2627,0.0571,0.0285,2.502,0.6222
0,0,0,12,14,1,1,5,1,Male,33,1,5.3432,4.0436,0.0629,0,1.26,0.2586
0,0,0,12,15,1,1,6,1,Male,49,1,8.4635,6.2368,0.04,0.233,1.584,0.2904
1,0,0,14,3,1,1,4,2,Female,54,0,13.4135,6.6997,0.057,0.045,3.132,0.3504
0,0,0,12,15,1,0,5,1,Male,33,1,6.5215,5.1508,0.0905,0,1.2,0.2334
0,0,0,17,14,1,0,6,1,Male,33,1,8.3225,7.0196,0.0477,0.0456,1.488,0.3276
0,0,0,27,7,4,0,7,2,Male,62,1,15.187,7.7798,1.1484,0.22,2.226,0.4068
1,0,0,20,9,1,1,9,0,Male,45,1,20.9604,11.2031,0.077,0.211,2.688,0.5478
0,0,0,14,6,2,1,5,0,Male,30,0,6.021,2.5586,0.046,0,1.8,0.381
1,0,0,72,15,3,1,5,0,Male,62,0,26.0715,11.0288,0.075,0.324,3.228,5.8152
1,0,0,16,5,2,1,4,0,Male,35,0,10.9633,4.3781,0.536,0.039,1.68,0.609
0,0,0,30,5,2,1,10,3,Male,31,0,9.0805,4.509,0.011,0,1.506,1.386
1,0,0,60,2,2,1,3,0,Male,36,1,9.924,2.4023,0.1752,0,2.46,1.4088
1,0,0,48,18,2,1,7,0,Male,38,1,6.322,6.1798,0.132,0.065,1.872,0.8106
1,0,0,33,11,3,1,4,0,Male,41,0,8.387,2.868,0.055,0,1.71,0.498
1,0,0,38,2,3,1,5,1,Male,32,0,34.4892,6.6461,0.02,0.27,7.53,2.3568
0,0,0,12,15,2,1,4,0,Male,69,1,4.4285,3.7117,0.06,0.0475,1.29,0.615
1,0,0,100,3,3,1,6,1,Male,52,0,26.678,4.6624,0.375,1.738,4.458,4.2366
1,0,0,54,6,3,1,6,0,Male,47,1,16.9465,4.6686,0.08,0.16,11.16,0.4644
0,0,0,73,12,2,1,10,0,Male,38,1,8.33,4.0298,1.01,0,1.464,0.9276
0,0,0,77,2,2,1,8,0,Female,40,0,16.296,4.2689,0.01,0.04,2.292,1.3776
0,0,0,42,0,2,0,4,1,Male,30,0,4.94,2.7147,0.203,0,0.99,0.495
1,0,0,23,6,2,1,7,0,Male,40,0,4.562,3.5761,0.03,0.027,1.5,0.981
1,0,0,12,4,1,1,4,1,Male,22,1,7.0237,2.945,0,0,1.08,0.42
1,0,0,23,5,1,1,5,0,Male,28,1,6.0225,3.2813,0.05,0.012,1.5,0.588
0,0,0,35,0,3,0,8,0,Male,36,0,5.9444,3.2818,0.077,0.15,1.26,0.9102
0,0,0,22,9,1,1,6,0,Male,35,1,6.502,3.5649,0.017,0.009,1.41,0.4104
0,0,0,23,2,1,1,3,0,Male,40,0,6.4748,2.87,0.016,0.039,1.86,0.495
0,0,0,35,7,2,1,7,0,Male,51,1,8.2595,4.9401,0.005,0.055,1.806,1.023
1,0,0,21,2,1,1,8,1,Male,37,0,7.063,5.4864,0.9744,0.034,1.59,0.5502
1,0,0,42,2,2,1,5,0,Male,29,0,8.0146,3.3928,0.0205,0.065,1.386,0.798
0,0,0,30,0,3,0,3,1,Female,55,0,5.0311,2.2571,0.65,0.035,1.29,0.636
1,0,0,14,6,2,1,7,0,Male,73,0,18.758,5.9118,0.704,0.53,2.7,6.339
1,0,0,60,19,3,0,5,1,Male,62,1,28.5053,6.5918,1,0.07,1.7676,0.6066
0,0,0,40,5,1,0,8,1,Male,55,0,12.1873,4.9262,0.1125,0.145,1.4082,0.309
0,0,0,40,18,2,0,4,0,Male,51,1,10.1127,4.6676,0.044,0.44,1.1736,0.2424
0,0,0,30,12,2,0,3,0,Male,50,1,4.8781,4.0408,0.021,0.05,1.0596,0.396
0,0,0,18,19,1,1,6,2,Female,61,1,5.3371,3.8778,0.039,0.035,1.1148,0.1764
0,0,0,60,2,2,0,8,3,Male,54,1,12.801,6.5316,0.043,0.135,1.2462,0.4518
0,0,0,72,9,3,0,11,2,Male,50,1,10.5105,3.3514,2.021,0,1.3686,0.4812
0,0,0,25,12,1,0,2,3,Male,45,1,4.2514,2.1157,0.003,0.055,1.0086,0.1716
0,0,0,58,12,2,0,5,1,Male,40,1,10.9181,7.4213,0.1335,0.106,1.5786,0.5274
0,0,0,30,3,1,0,3,2,Female,40,1,5.1284,4.1999,0.053,0.06,1.0176,0.2766
0,0,0,25,5,1,0,3,0,Male,61,1,4.6188,2.454,0.04,0,0.8976,0.186
0,0,0,16,17,1,0,3,2,Male,63,1,4.9201,3.5279,0.0318,0,0.993,0.2634
0,0,0,30,25,0,0,9,0,Male,44,1,8.7297,6.2587,0.06,0.055,1.3992,0.504
0,0,0,36,21,1,0,3,2,Male,58,0,39.0097,5.6648,0.095,0.74,1.2846,3.1308
0,0,0,30,12,7,0,2,0,Male,64,1,6.1608,2.9192,0.003,0,0.8646,0.4092
0,0,0,15,15,1,0,3,2,Male,41,1,7.3846,3.5616,0.0245,0.05,0.999,0.3222
