Number of Television,Number of Car,Number of Stove with Oven/Gas Range,House Floor Area,House Age,Number of bedrooms,Electricity,Total Number of Family members,Total number of family members employed,Household Head Sex,Household Head Age,Agricultural Household indicator,Total Household Income,Total Food Expenditure,Medical Care Expenditure,Education Expenditure,Housing and water Expenditure,Miscellaneous Goods and Services Expenditure
0,0,0,15,34,1,0,3,3,Male,48,1,8.3506,4.1149,0.0545,0.154,1.14,0.4284
0,0,0,32,12,1,0,5,0,Male,35,1,9.6471,6.0731,0.0647,0.055,1.2786,0.3672
0,0,0,37,15,1,0,5,3,Male,47,1,8.0225,5.1749,0.0775,0,1.0206,0.3882
1,0,0,43,15,2,1,12,1,Male,45,1,18.1855,11.4758,0.0644,2.955,1.7952,0.8736
0,0,0,44,9,2,0,6,2,Male,46,1,8.1875,5.2484,0.0055,0.181,1.0746,0.2718
1,0,1,32,18,1,0,5,3,Male,44,0,17.8052,6.9186,0.017,0.0125,1.1886,0.3222
1,0,0,57,17,2,1,2,0,Male,77,1,28.7336,5.4982,0.255,0,2.3016,0.2154
1,0,0,30,18,2,1,4,3,Female,62,0,34.6138,9.5399,0.231,0,1.9746,3.753
1,0,0,21,24,2,1,6,2,Female,58,0,16.8049,11.1056,0.0181,0.24,2.4756,0.9696
1,0,0,75,15,2,1,9,1,Female,40,0,19.6928,10.8697,0.0648,0.391,3.4092,0.5214
0,0,0,18,15,1,0,3,1,Female,52,1,4.3196,4.0307,0.008,0.11,0.6306,0.258
0,0,0,30,14,0,0,6,3,Male,35,1,11.3012,7.0786,0.005,0.236,0.9426,0.2592
0,0,0,12,3,0,0,2,1,Male,62,1,5.5267,4.1937,0.0085,0,0.6006,0.1506
0,0,0,13,20,2,0,12,1,Male,44,1,17.7927,7.7772,0.021,0.263,1.206,0.4254
0,0,0,10,18,1,0,6,1,Male,55,1,14.9065,7.3481,0.021,0.281,0.999,0.8568
1,0,0,15,6,2,1,7,1,Male,51,1,12.3677,8.1658,0.021,0.6175,1.494,0.657
1,0,0,10,5,1,1,10,2,Male,72,0,18.4135,7.8806,0.165,1.345,1.23,2.3568
2,0,0,27,14,2,1,11,1,Male,61,1,14.747,8.821,0.041,0.452,1.272,2.7564
1,0,0,45,15,3,1,5,1,Female,46,0,10.824,5.9138,0.084,0.2425,2.9424,1.8084
3,1,0,109,5,3,1,8,1,Male,35,0,52.8883,7.1222,0.0405,0.908,4.5456,1.704
1,0,0,45,14,2,1,6,0,Male,43,1,10.3571,5.7074,0.0655,0.3155,2.769,2.454
1,0,0,32,8,2,1,5,1,Male,38,0,17.1006,7.2986,0.045,0.411,4.7376,1.938
0,0,0,30,9,1,1,5,1,Male,27,1,13.411,6.703,0.043,0.1035,1.5876,0.9642
1,0,0,45,8,2,1,3,0,Male,68,1,16.9402,7.8475,0.041,0.13,2.445,0.7926
1,0,0,51,5,2,1,7,0,Male,43,1,17.7651,5.477,0.1408,0.417,2.4096,0.9882
0,0,0,41,7,1,1,6,0,Male,28,1,15.69,8.4865,0.022,0.416,1.386,0.8292
0,0,0,15,9,2,1,5,1,Male,31,1,16.6682,5.9051,0.024,0.174,1.83,0.882
0,0,0,14,9,1,1,4,0,Male,56,1,10.3625,5.8263,0.015,0,1.2942,0.6258
1,0,0,32,7,2,1,6,1,Male,42,1,14.805,9.8279,0.036,0.28,1.8372,1.038
1,0,0,10,14,0,1,7,0,Male,46,1,14.048,7.8757,0.021,0.045,1.767,0.8652
0,0,0,24,2,1,1,5,0,Male,72,1,8.3081,5.2716,0.033,0,1.128,0.648
0,0,0,30,13,1,1,5,0,Male,36,1,9.7009,7.2168,0.029,0.09,1.098,0.795
0,0,0,30,13,1,0,5,0,Male,38,1,9.2756,6.2646,0.04,0.19,0.996,1.278
0,0,0,30,13,1,1,4,0,Female,52,1,10.1596,7.884,0.0126,0.08,1.116,0.735
0,0,0,40,35,2,1,4,0,Male,50,1,10.4923,9.6899,0.0145,0.23,1.128,1.014
0,0,0,30,14,1,1,7,0,Male,34,1,10.7014,5.3899,0.1489,0.14,1.188,0.99
0,0,0,35,13,1,1,5,0,Male,35,1,7.1227,3.5699,0.1055,0.072,1.134,0.846
0,0,0,30,14,1,1,4,1,Male,40,1,13.8634,6.1614,0.0302,0.36,1.908,0.3702
0,0,0,25,19,1,1,4,0,Male,37,1,16.371,4.4072,0.0192,0.092,1.4928,0.9318
1,0,0,27,12,2,1,8,0,Male,55,0,8.909,4.7012,0.0525,0.258,1.956,0.324
0,0,0,30,14,1,1,6,0,Male,33,1,9.3202,4.2117,0.015,0.16,1.71,0.3552
1,0,0,10,9,1,1,7,0,Male,35,1,8.64,5.6322,0.025,0.06,1.62,0.3426
1,0,0,12,14,3,1,5,1,Male,37,0,8.9561,5.3613,0.0322,0.028,1.5372,0.2772
0,0,0,35,23,0,0,4,0,Male,55,0,5.037,5.0501,0.049,0.06,0.9156,0.2388
0,0,0,40,18,1,0,5,0,Male,60,1,7.7903,3.707,0.049,0.701,1.176,0.3978
1,0,0,54,8,1,1,5,0,Male,58,1,5.0742,4.5186,0.044,0.03,1.32,0.324
1,0,0,60,17,0,1,4,0,Male,36,1,4.646,4.2505,0.033,0.017,1.17,0.4554
0,0,0,54,18,1,0,5,0,Male,66,0,11.2518,5.4405,0.035,0.165,1.26,0.555
0,0,0,88,7,0,1,9,0,Male,40,1,9.934,6.1466,0.043,0.1445,1.5,0.5598
1,0,0,18,5,1,1,5,0,Male,50,1,7.6789,6.5217,0.0196,0.095,1.86,0.3258
0,0,0,16,16,1,0,2,1,Male,60,1,4.2625,2.7736,0.0526,0,0.855,0.2574
1,0,0,24,3,2,1,8,0,Male,50,1,18.7325,8.9865,0.0165,0.1,3.534,0.6954
1,0,0,84,16,2,1,10,0,Male,42,1,61.657,11.9806,0.0189,0.21,4.242,0.6426
0,0,0,75,4,1,1,6,0,Male,30,1,9.0775,5.9572,0.008,0.07,0.9,0.4428
1,0,0,32,16,1,1,7,0,Male,41,0,11.482,7.2244,0.0219,0.19,2.22,0.4986
1,0,0,9,4,0,1,4,0,Male,51,1,10.099,5.1866,0.0469,0.06,1.728,0.3546
1,0,0,28,5,1,1,5,0,Male,48,1,8.1229,5.7613,0.0189,0.06,1.38,0.3186
1,0,0,16,5,0,1,4,0,Male,25,1,9.302,6.2745,0.0525,0,1.44,0.2538
1,0,0,13,5,1,1,6,0,Male,40,1,19.083,5.603,0.0095,0.255,2.13,0.348
1,0,0,12,5,0,1,3,0,Male,49,1,6.5905,4.4948,0.055,0.115,1.35,0.3564
0,0,0,19,2,0,1,4,0,Male,40,1,6.461,3.7625,0.0419,0.04,1.17,0.345
0,0,0,15,3,1,1,2,0,Male,50,1,6.076,3.6079,0.138,0,1.23,0.183
0,0,0,11,12,1,0,4,0,Male,44,1,12.4012,6.244,0.0374,0.0495,0.969,0.4326
0,0,0,20,16,2,0,4,0,Male,57,1,10.8448,5.5898,0.0679,0,1.017,0.2598
0,0,0,25,15,2,0,5,0,Male,65,1,11.8193,5.356,0.0498,0,1.449,0.519
0,0,0,17,19,2,0,5,0,Male,60,1,9.9255,6.1236,0.0422,0.0325,1.293,0.5382
0,0,0,25,21,3,0,8,0,Male,54,1,16.2338,7.2513,0.0566,0.3,1.482,0.5772
0,0,0,17,17,1,0,3,0,Male,50,1,9.8482,4.9333,0.0346,0,1.257,0.6102
0,0,0,13,6,1,0,5,0,Male,39,1,10.0305,6.1641,0.0294,0.06,1.275,0.4728
0,0,0,25,15,0,0,7,0,Male,50,1,12.6001,7.0703,0.0404,0.049,1.656,0.5652
0,0,0,25,18,2,0,4,0,Male,48,1,9.9122,5.0237,0.0268,0,1.509,0.3702
0,0,0,14,23,2,0,4,0,Male,53,1,9.6641,4.6577,0.03,0,1.278,0.6384
0,0,0,11,23,1,0,2,0,Male,65,1,8.2405,3.0067,0.0576,0,1.1688,0.2154
0,0,0,11,15,2,0,5,0,Male,47,1,11.035,5.7981,0.0324,0.028,1.281,0.534
0,0,0,14,18,2,0,4,0,Male,55,1,9.8045,4.6948,0.037,0,1.269,0.3744
0,0,0,17,15,1,0,4,0,Male,45,1,10.5887,5.3753,0.032,0.051,1.08,0.36
0,0,0,11,9,1,0,4,0,Male,40,1,9.5502,4.9824,0.0379,0,1.239,0.3114
0,0,0,13,19,2,0,5,0,Male,50,1,11.0478,5.3221,0.047,0,1.341,0.4518
0,0,0,11,12,1,0,4,0,Male,46,1,9.7585,5.6371,0.0294,0.04,1.233,0.432
0,0,0,14,18,2,0,5,0,Male,47,1,10.4168,5.8662,0.0392,0.0277,1.323,0.4896
2,0,1,25,25,2,1,3,3,Male,62,0,62.3738,13.3762,0.5784,0,12.417,4.1436
1,0,0,25,15,2,1,4,1,Female,73,0,30.19,10.9815,0.048,0.19,10.179,2.4444
1,0,0,10,10,0,1,2,0,Female,23,0,16.92,4.7653,0,6.18,3.2532,1.125
1,0,0,12,15,1,1,3,2,Male,42,0,42.82,17.9808,0,1.421,7.251,4.2342
2,0,0,20,12,2,1,3,1,Male,57,0,28.31,12.3872,0.6512,0,6.519,1.9194
2,0,1,30,25,2,1,6,4,Female,59,0,51.34,18.9137,0.018,0,11.58,4.7166
1,0,0,10,35,0,1,3,1,Male,28,0,9.6255,7.3028,0.0975,0,3.072,0.7314
1,0,0,20,9,2,1,3,2,Male,60,0,30.4222,13.0908,0.879,0,8.1,1.3374
1,0,0,15,15,2,1,5,2,Female,39,0,28.7475,14.9365,0.331,1.025,7.0698,1.6548
1,0,0,15,15,1,1,8,2,Male,43,0,36.7204,19.0454,1.2195,0.078,7.506,2.7552
1,0,0,15,25,1,1,4,0,Female,39,0,25.3164,12.6686,0,0.115,6.606,1.3968
1,0,0,15,20,1,1,8,1,Male,62,0,25.909,13.7784,0,1.0534,5.9646,1.419
1,0,0,20,20,1,1,5,3,Male,64,0,38.4386,15.2593,0.0303,0,6.9024,1.9032
0,0,0,10,23,0,0,4,1,Female,64,0,10.08,4.198,0,0,3.6426,0.5196
1,0,0,20,17,1,1,9,1,Male,41,0,22.56,12.2215,0.058,0.125,7.14,0.969
1,0,0,10,19,0,1,2,0,Female,67,0,11.3,4.0516,0.0054,0.055,5.301,0.4224
0,0,0,15,20,0,0,5,1,Male,41,0,15.37,7.1052,1.4635,0.01,3.4866,0.4482
1,0,1,20,20,1,1,3,1,Male,60,0,23.804,8.9446,0.1035,0,7.065,2.5644
1,0,0,84,27,3,1,11,3,Female,71,0,50.0283,23.8592,0.6631,0.935,11.2416,4.2822
2,0,1,50,30,2,1,5,1,Male,51,0,74.1564,26.3778,1.1294,9.2,11.6598,4.5312
1,0,0,50,55,2,1,4,1,Male,60,0,25.4079,9.7488,0.8133,0,7.548,1.2216
1,0,0,50,55,2,1,5,1,Male,35,0,18.4943,11.358,0,0.0675,4.977,0.6828
2,1,1,48,35,2,1,10,2,Male,49,0,73.2686,22.9696,0.5316,0.22,14.7798,6.4596
1,0,0,25,35,1,1,6,2,Female,76,0,26.4116,7.661,0.0048,0,6.0228,0.4416
1,0,0,30,20,1,1,6,1,Male,33,0,19.176,10.1529,0,0.157,4.92,1.116
1,0,0,69,50,3,1,10,4,Male,60,0,44.4446,21.8646,0.379,0.277,6.804,1.6692
1,0,0,69,50,3,1,8,3,Male,53,0,31.6579,18.1149,0,0.01,6.384,0.5898
1,0,0,69,50,3,1,8,4,Male,66,0,88.0669,29.4738,0.0364,0.207,8.1492,5.3436
1,0,0,60,25,2,1,10,2,Male,42,0,46.4241,21.8709,0.3726,1.04,8.814,1.7346
1,0,0,18,70,0,1,5,2,Male,31,0,26.948,12.8204,0.4624,0.2235,6.192,1.1424
1,0,0,60,55,1,1,3,0,Female,86,0,20.4672,9.6128,0,0,9.303,0.3846
1,0,0,45,12,1,1,3,0,Male,26,0,42.0498,14.6805,0.3146,0.1445,8.0682,1.0284
1,0,1,90,40,1,1,2,1,Male,40,0,38.5062,11.2303,0,0.23,10.722,1.173
1,0,1,90,40,2,1,2,0,Female,27,0,48,12.2971,0.0269,7.9,19.6272,0.9168
1,0,1,105,11,2,1,3,2,Female,74,0,38.65,11.7459,0.1943,0,17.145,2.6052
1,0,0,80,40,3,1,4,2,Female,59,0,30.6448,14.2017,0.1502,0,7.8012,1.7652
1,0,0,10,39,0,1,6,1,Female,62,0,19.2016,12.4291,0.1563,0.084,3.5064,1.1478
1,0,0,10,45,0,1,5,3,Male,50,0,31.6646,16.7833,0.3359,0.0795,3.3978,1.9644
2,0,0,90,65,4,1,5,2,Female,70,0,55.1982,21.4203,0.3277,0.107,13.5948,5.4618
1,0,0,40,35,4,1,14,4,Male,61,0,65.4682,31.0591,0.3671,0.476,11.4306,3.3162
1,0,0,15,17,1,1,3,2,Female,51,0,14.66,6.6854,0,1.2,4.11,0.582
1,0,0,10,17,1,1,5,1,Male,56,0,12.2255,7.4697,0.003,0,2.88,1.2102
2,0,0,70,32,2,1,5,4,Male,60,0,112.4712,31.3889,1.3968,0.8,11.5452,10.269
1,0,0,30,14,1,1,6,0,Female,31,0,28.339,12.57,0.8684,0.091,8.9418,2.868
1,0,0,60,30,1,1,1,1,Female,42,0,82.916,7.3941,29.7729,0,22.6164,11.3868
1,0,0,35,45,1,1,7,3,Male,51,0,41.865,18.5867,0.2991,0.142,4.8516,3.2142
2,0,0,70,9,3,1,5,1,Male,78,0,65.5596,21.8507,1.9168,6.16,15.489,4.23
1,0,0,24,32,1,1,2,0,Male,73,0,12.378,3.4462,0.6638,0,5.64,0.5574
2,0,0,30,37,2,1,8,1,Female,67,0,43.3136,16.8717,1.5233,0.0595,11.6148,3.4434
1,0,0,10,6,1,1,3,2,Male,38,0,34.0118,12.367,3.1094,0.04,5.6412,2.7888
1,0,0,20,37,1,1,6,3,Male,31,0,23.1335,14.3151,0.0294,0.096,4.101,0.8268
1,0,1,60,45,1,1,3,0,Male,48,0,22.8,11.3198,0.3403,0.103,6.5202,0.7182
1,0,0,60,41,1,1,5,1,Male,46,0,22.7001,9.9417,0.3925,0.03,5.8722,1.761
1,0,0,215,36,0,1,6,1,Male,27,0,11.0353,5.8548,0.0313,0.035,3.9894,0.8922
1,0,0,32,55,1,1,5,1,Female,55,0,39.3884,15.4859,0.3835,0.06,9.12,2.9178
1,0,0,30,45,1,1,3,0,Female,38,0,40.9386,13.5914,2.03,3.355,12.7908,1.986
2,0,0,46,32,1,1,5,1,Male,51,0,53.85,15.3001,2.0791,0.053,16.341,2.8146
1,0,0,120,32,2,1,7,0,Male,71,0,57.9656,19.6431,0.7717,1.896,11.61,1.9296
1,0,0,160,30,1,1,2,0,Female,70,0,18.459,4.4355,2.6048,0,6.939,1.7364
3,0,0,180,45,3,1,7,3,Male,82,0,78.7092,19.6973,6.6286,0,30.003,3.1056
2,2,1,320,32,3,1,2,0,Female,53,0,108.8842,14.8045,0.4857,6.868,39.372,2.1048
1,0,0,25,45,1,1,4,1,Male,69,0,42.6064,13.2635,1.9582,0,7.26,2.3646
1,0,0,10,37,0,1,3,1,Female,71,0,16.1276,10.667,0.5159,0,3.378,0.3342
4,0,1,120,36,3,1,15,2,Male,53,0,84.0766,34.2822,0.5435,3.953,20.5956,7.2216
1,0,0,40,45,1,1,8,3,Male,48,0,26.0851,15.1825,0.3233,0.115,4.5192,1.0926
1,0,1,40,45,1,1,4,1,Female,59,0,63.3205,12.3393,1.15,3.906,15.117,2.2056
1,0,0,20,38,2,1,8,2,Female,62,0,41.91,17.9379,2.1826,0.1705,7.9878,3.8106
1,0,0,12,75,1,1,7,1,Male,53,0,22.2527,14.3286,0.0225,0.132,4.6266,1.6986
1,0,0,12,75,1,1,2,0,Female,81,0,23.17,6.5399,0.8738,0,11.7498,0.7032
2,0,0,160,30,2,1,9,6,Female,51,0,135.568,33.0335,1.7396,4.698,21.81,5.583
1,0,0,30,10,0,1,3,2,Female,60,0,30.1254,11.3087,2.4578,0,5.4966,1.4172
1,1,0,50,20,2,1,6,1,Male,41,0,55.4508,11.6874,0.8898,1.8,26.472,4.731
1,0,0,50,26,3,1,2,0,Male,63,0,29.8644,8.225,1.4578,0,16.242,1.2774
1,0,0,30,45,1,1,4,2,Female,60,0,30.4964,8.8705,1.3377,0,8.76,1.56
5,0,0,40,50,3,1,5,1,Female,50,0,96.3566,10.2427,1.2471,0.085,14.196,5.2002
1,0,0,40,39,1,1,6,2,Female,60,0,16.214,8.4018,0.9871,0.02,5.028,0.5928
1,0,0,24,10,1,1,5,1,Male,40,0,36.4283,17.8152,0.2885,0.812,6.432,2.4054
1,0,0,30,80,1,1,6,2,Male,60,0,18.2344,8.9536,0.4179,0.028,7.284,0.4932
0,0,0,20,20,0,1,4,2,Male,40,0,18.2454,12.4609,0.159,0.075,4.668,0.8658
1,0,0,30,60,1,1,4,1,Male,36,0,22.07,9.009,0.2832,0.1,6.174,0.5568
1,0,0,30,68,1,1,5,0,Female,68,0,11.9029,6.278,0.0015,0.051,4.944,0.7926
1,0,0,40,21,2,1,3,0,Female,78,0,70.74,12.0483,2.857,0.15,17.127,4.5588
1,0,0,30,55,1,1,5,1,Male,49,0,18.3066,9.7867,0.0057,0.227,4.9482,0.4434
1,0,0,30,55,0,1,3,1,Female,60,0,13.5065,4.2319,0.6628,0,3.1596,2.2782
1,0,0,30,55,0,1,2,0,Male,42,0,17.2062,8.3137,0,0.6,3.9978,0.4716
1,0,0,40,55,0,1,5,1,Female,63,0,33.1911,17.0031,0.4881,0.09,4.4622,0.9114
1,0,0,20,55,0,1,5,2,Female,72,0,24.2294,12.3054,0.5368,1.4,6.783,1.6638
1,0,0,20,40,1,1,2,1,Male,70,0,10.2257,2.528,3.8166,0,3.4698,0.3312
1,0,0,30,32,1,1,6,3,Male,59,0,24.8376,16.6895,1.1162,0.057,6.264,0.8856
1,0,0,30,45,1,1,3,1,Male,36,0,22.7511,7.6758,0.0632,2.66,6.423,1.2048
1,0,0,20,15,0,1,2,1,Male,32,0,16.922,3.2653,0.0132,0,3.12,1.065
1,0,0,30,45,1,1,5,0,Male,38,0,49.87,20.4233,0.18,4.515,8.592,0.981
1,0,0,70,85,2,1,5,1,Male,28,0,18.9123,7.5681,0.36,0.04,4.35,4.2126
1,0,0,30,45,1,1,4,1,Male,30,0,19.2178,10.9067,0.108,0.055,2.736,1.3788
1,1,0,36,12,1,1,2,1,Female,40,0,24.6,9.946,0,0,6.969,3.4326
0,0,0,25,35,1,0,6,1,Female,72,0,8.301,5.2607,0.098,0.045,1.9596,0.3012
3,0,0,42,85,4,1,10,3,Male,47,0,50.2203,21.7431,0.4076,0.67,10.032,4.9038
1,0,0,35,45,2,1,2,1,Female,62,0,18.44,7.727,0.2576,0,5.631,0.5328
1,0,0,25,35,2,1,5,1,Female,64,0,7.109,4.4525,0.45,0,2.214,0.1092
1,0,0,25,35,2,1,6,0,Male,37,0,27.036,14.3445,0.06,0.07,3.294,1.023
1,0,0,25,45,1,1,5,1,Male,39,0,20.0418,9.9652,0.827,0.147,4.842,1.7118
1,0,0,25,12,2,1,3,2,Female,26,0,35.7204,12.7877,0.1662,0,4.914,2.6406
2,0,0,25,35,2,1,6,2,Male,64,0,45.4782,20.5019,0.2576,0.5,8.286,4.6926
1,0,0,25,45,1,1,4,1,Female,55,0,24.4932,14.0198,0.003,0.2,5.886,1.4142
1,0,0,45,35,1,1,4,2,Male,52,0,34,11.5553,0.2583,0.114,6.288,3.0444
1,0,0,20,35,2,1,7,1,Female,39,0,24.688,15.1889,0.131,0.025,4.7316,0.6234
1,0,0,30,35,1,1,4,2,Male,48,0,53.0817,19.8985,0,1.981,5.742,2.8524
1,0,0,24,35,1,1,5,2,Male,41,0,32.8585,13.6035,0,1.2,4.962,1.6014
1,0,0,20,35,1,1,6,1,Female,32,0,17.5632,9.2669,0.12,0,4.392,1.0188
1,0,0,20,35,1,1,5,0,Male,43,0,31.546,14.4275,0,3.375,6.9072,3.9132
1,0,0,20,35,0,1,2,2,Female,38,0,21.8186,10.9818,0.057,0,4.056,1.5294
1,0,0,20,35,0,1,4,2,Male,51,0,33.1572,16.4688,0.153,0.15,3.336,2.949
1,0,0,20,35,1,1,7,3,Female,47,0,37.9777,19.3404,0.454,0.975,4.116,2.4672
1,0,0,20,35,1,1,4,2,Male,64,0,45.3406,13.8081,0.436,0,5.0916,3.087
1,0,0,20,45,2,1,12,2,Male,70,0,26.4162,18.6259,0.342,0.097,3.54,1.011
1,0,0,30,25,0,1,3,1,Male,36,0,20.17,9.1231,0.225,0,4.986,1.9938
1,0,0,20,35,1,1,3,2,Male,56,0,38.5002,16.4797,0.436,0,5.586,2.2494
1,0,0,20,35,1,1,2,1,Female,50,0,4.959,2.6956,0.0552,0,1.89,0.1674
1,0,0,18,45,1,1,11,3,Male,49,0,27.2073,16.9456,0.3362,0.004,6.8136,1.1568
1,0,0,15,45,1,1,7,1,Male,35,0,15.7693,8.5382,0.1278,0.0276,4.5258,0.5604
2,0,0,16,45,1,1,5,1,Male,28,0,20.9141,10.0498,0.1474,0.018,5.1444,1.1682
1,0,0,12,45,1,1,6,1,Male,47,0,23.9015,12.7842,0.0064,0.163,6.3492,0.6222
1,0,0,15,9,1,1,7,0,Male,51,0,29.3298,17.368,0,1.218,7.5372,0.936
1,0,1,14,2,1,1,4,2,Male,38,0,31.727,14.1798,0.46,0.234,4.3296,1.5846
1,0,0,12,12,1,1,6,3,Male,48,0,26.7876,13.2759,0.299,2.0665,4.089,1.6782
2,0,1,12,45,1,1,5,3,Male,57,0,23.7872,12.4603,1.3206,0,6.324,1.2984
1,0,0,14,22,1,1,4,1,Male,56,0,21.9657,11.6029,0.7682,0.093,3.6504,1.2792
1,0,0,20,75,1,1,3,1,Male,31,0,22.96,10.0431,0.3876,0.281,6.123,0.8406
1,0,0,48,32,1,1,9,2,Male,56,0,69.5336,23.2111,3.2096,4.6635,10.3974,2.1954
2,0,0,50,21,3,1,5,3,Female,35,0,50.0911,18.9183,1.0646,0.115,10.1508,5.3064
0,0,0,6,6,0,1,2,0,Female,67,0,20.3362,5.4442,1.092,0,1.0524,0.4218
1,0,0,20,37,1,1,3,2,Male,57,0,57.7554,20.1934,12.6588,0,5.196,2.703
2,1,0,50,45,3,1,9,2,Female,63,0,107.0008,27.618,0.9912,0,18.672,4.503
1,0,0,30,35,1,1,5,1,Male,44,0,19.97,12.0853,0.1263,1.98,3.3018,0.9552
2,1,1,108,6,3,1,4,3,Female,65,0,97.4766,27.6581,0.7743,0,18.7038,5.4594
1,0,0,80,35,2,1,4,0,Male,64,0,59.9916,21.4867,0.2992,7.78,15.024,3.8106
1,0,0,56,26,2,1,3,1,Female,86,0,36.3642,12.1134,0.6284,0.74,9.744,2.9634
3,2,1,96,34,3,1,6,4,Male,56,0,255.7636,42.4659,2.2307,2.4,19.344,11.4588
1,0,0,10,40,1,1,2,0,Male,51,0,14.7698,8.1329,0,0,3.234,0.5418
1,0,0,15,15,1,1,3,0,Male,64,0,19.9694,7.2628,0,0,4.344,0.4398
1,0,0,15,31,0,1,4,2,Male,62,0,22.5076,9.2263,0.6992,0.1435,5.4732,0.7728
1,0,0,15,31,0,1,1,1,Female,65,0,8.25,1.6722,4.476,0,1.608,0.3474
1,0,0,15,15,1,1,6,1,Male,48,0,45.9232,14.6219,0.0034,4.579,5.928,1.2936
1,0,0,15,29,1,1,4,2,Male,48,0,30.1036,14.0893,0,0.002,6.0846,1.1148
1,0,0,40,30,2,1,7,3,Male,48,0,73.8536,23.471,0.0222,0.5,12.762,4.503
3,1,1,50,12,5,1,4,2,Male,67,0,59.8714,14.6657,0.665,3.95,17.712,1.0536
4,0,0,30,40,3,1,9,3,Male,56,0,50.006,22.0941,0.8842,0.17,7.2384,3.753
3,0,0,50,31,2,1,12,2,Male,68,0,39.2052,16.2289,0.03,0.044,9.36,1.4988
2,0,0,36,20,1,1,7,3,Male,61,0,40.3954,22.4484,1.652,0,7.812,2.6448
1,0,0,19,18,0,1,3,1,Female,48,0,11.879,6.6812,0.15,0.095,2.772,0.4362
1,0,0,5,15,0,1,4,1,Male,43,0,16.4686,8.7951,0.0306,0.08,3.78,1.2702
1,0,0,29,3,0,1,5,2,Male,35,0,25.38,8.5231,0.0688,0.3195,8.052,2.4186
1,0,0,10,3,0,1,2,2,Male,47,0,12.375,4.4861,0,0,3.3882,0.4848
1,0,0,20,30,2,1,5,1,Female,63,0,25.13,13.1588,1.7514,0.155,6.2928,1.0044
2,0,0,37,23,2,1,3,1,Female,56,0,30.046,11.5542,2.1632,0,10.4496,1.4652
1,0,0,20,18,0,1,5,1,Female,27,0,20.8422,8.4232,0.1539,0,6.1332,1.6572
1,0,0,50,31,1,1,5,2,Female,34,0,80.9516,12.9785,17.58,0,6.612,1.7052
1,0,0,20,22,0,1,5,2,Male,49,0,34.54,16.3067,0.17,0.22,6.144,2.19
1,0,0,25,35,0,1,2,0,Male,74,0,10.65,5.7989,0.3,0,2.913,0.4494
1,0,0,15,54,0,1,5,2,Female,54,0,23.2806,16.865,0.003,0.6,2.6928,0.6108
1,0,0,10,10,1,1,5,2,Male,43,0,15.3136,9.3525,0.004,0.3055,4.884,0.51
1,0,0,72,28,6,1,3,1,Male,28,0,19.47,11.1902,0,0.03,2.82,0.5556
1,0,0,10,20,0,1,2,2,Male,48,0,8.6955,6.1174,0.095,0.055,1.23,0.3588
1,0,0,15,34,1,1,1,0,Female,71,0,10.0204,5.2858,0.2254,0,3.0804,0.2328
1,0,0,10,50,1,1,6,1,Female,57,0,23.2598,14.3365,0.0088,0,4.986,0.723
1,1,1,42,30,3,1,6,1,Male,56,0,48.5898,20.6387,0.18,3.484,9.348,1.6476
1,0,0,50,34,2,1,5,2,Male,61,0,52.3,18.0589,1.2,3,7.6404,3.5046
1,1,0,20,22,1,1,5,1,Male,46,0,36.6998,14.9984,0.0088,1.05,7.62,0.8706
1,0,0,60,20,2,1,6,1,Female,25,0,45.258,16.6431,0.6838,9.93,10.9578,3.3168
0,0,0,10,35,1,1,4,1,Male,44,0,12.514,7.1076,0.3634,0.127,2.775,0.6414
1,0,0,15,67,1,1,6,2,Male,42,0,35.81,15.3661,0.0806,2.003,5.028,2.9118
1,0,0,10,63,0,1,3,1,Male,26,0,17.3238,9.2757,0.1104,0.0345,2.901,1.257
0,0,0,15,30,0,1,1,0,Female,26,0,7.6038,3.7208,0.009,0,1.779,0.6378
1,0,0,15,25,1,1,3,2,Male,22,0,33.468,16.2385,0.1664,0.876,5.412,3.009
1,0,0,10,17,1,1,3,2,Male,47,0,29.0742,12.9762,0.4763,0,3.2694,1.683
1,0,0,20,60,1,1,5,1,Male,46,0,19.8697,10.4324,0.1092,0.172,5.229,1.5864
1,0,0,10,45,0,1,8,1,Male,34,0,9.131,6.4427,0.3971,0.083,2.346,0.741
1,0,0,10,40,0,1,6,3,Male,53,0,24.2676,13.2395,0.3986,0.168,5.571,1.8282
2,0,0,30,19,3,1,8,3,Male,55,0,53.5618,27.3709,0.5716,1.3,8.814,4.3218
1,0,0,25,80,2,1,7,3,Male,49,0,45.18,21.9444,0.5882,0,9.516,2.766
1,0,0,20,35,2,1,8,3,Male,53,0,54.8765,27.1975,0.6534,0.262,6.201,5.7576
1,0,0,15,50,1,1,5,0,Male,46,0,29.3712,11.2265,0.2742,0.222,4.5072,0.9084
1,0,0,15,27,2,1,7,3,Male,31,0,57.72,22.6056,0.8633,0.177,8.682,3.4878
1,0,0,16,36,0,1,4,1,Female,38,0,15.5464,8.106,0.3395,0.125,2.8878,0.5994
1,0,0,10,17,2,1,1,0,Female,76,0,32,5.1378,1.079,0,10.0998,0.3438
1,0,0,50,30,0,1,4,1,Male,39,0,19.1122,10.5582,0.145,0.16,4.2,0.6078
1,1,0,56,33,2,1,3,1,Male,39,0,38.4116,13.1812,0.159,3.095,8.844,1.6332
